filename	result
23019330.O20.txt	המערער חזר בו מערעורו על הכרעת הדין... בהתחשב בגילו הצעיר, בהעדר עבר פלילי, בלקיחת האחריות ובכלל נסיבות העניין, החלטנו על הקלה מסויימת בעונש; עונש המאסר יעמוד על 3 שנים, חלף 3 וחצי שנות מאסר שנקבעו בגזר הדין בבית המשפט המחוזי, שאר רכיבי גזר הדין יעמדו על כנם.
22032000.P08.txt	"כפי שראינו, המשיבה סברה כי אין מדובר בקושי המצדיק את המסקנה לפיה יש להגיש נגד העותר כתב אישום, אולם היא סברה כי די בו כדי להימנע מסגירת התיק בהעדר אשמה... משאלה הם פני הדברים, נותרה השאלה – האם יש להתערב בשיקול הדעת של המשיבה כאשר היא קבעה כי הספק שנותר לגבי הסיכוי שהעותר ביצע את העבירה, הוא ממשי ומשמעותי דיו כדי לקבוע עילת סגירה של ""חוסר ראיות""."
22010740.X06.txt	בנסיבות אלה, אציע לחבריי לדחות את הערעור... המערער 2 יתייצב לריצוי עונש המאסר בפועל שהוטל עליו ביום 14.8.2022 בשעה 09:00 בבית המעצר קישון, או על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון.
23015880.E02.txt	"לאחר דיון במעמד שני הצדדים, בהסכמת בא כוח העותר עיינו בחומר החסוי ונחה דעתנו כי נשקפת סכנה מן העותר, וכי יש בסיס לאמור בפרפרזה הגלויה בתגובת המשיבים ולפיה ""העותר פעיל חמאס; יש לו קשר לחמזה אבו חסין; חשוד בהשתתפות בפעילות חמאס תומכת טרור; נכנס לישראל מספר פעמים בצורה לא חוקית; שהייתו בשטח מסכנת את ביטחון האזור; ומאז מעצרו התקבל מידע המחזק את מסוכנותו מהימצאותו בשטח""... לא ראינו אפוא מקום להתערב בהחלטת המפקד הצבאי ולא מצאנו כי נפל פגם בהכרעות בתי המשפט הצבאיים בעניינו של העותר, לאור המסוכנות הנשקפת מהעותר לשלום הציבור ובטחונו."
23060140.E03.txt	"לאחר דיון במעמד שני הצדדים, בהסכמת בא כוח העותר עיינו בחומר החסוי והתרשמותנו הברורה היא כי נשקפת סכנה מן העותר, וכי יש בסיס לאמור בפרפרזה הגלויה בתגובת המשיבים ולפיה ""לעותר עיסוק באמל""ח; לו פרופיל פייסבוק לאומני; הוא מחולל פעילות באזור מגוריו; והוא חשוד בתכנון פעילות צבאית""... סוף דבר: לא ראינו מקום להתערב בהחלטת המפקד הצבאי לגבי הצו הנוכחי ואף לא מצאנו כי נפל פגם בהכרעות בתי המשפט הצבאיים בעניינו של העותר, נוכח המסוכנות הנשקפת מהעותר לשלום הציבור ובטחונו."
23021700.P05.txt	אלא שהעותר לא העלה במסגרת העתירה טענות כנגד שיקול הדעת של בית הדין האזורי לעיכוב יציאה מהארץ לצורך דיון בתביעת הגירושין, וממילא לא הוכיח שיש להתערב בקביעת בית הדין הרבני הגדול להותיר את הצו על כנו ולהותיר בידי בית הדין האזורי לתקנו ככל שיש צורך בכך... העותר יישא בהוצאות המשיבה ובהוצאות היועץ המשפטי לשיפוט הרבני בסך של 2,000 ₪ לכל אחד.
21079460.E05.txt	סוף דבר, שהעתירה נדחית... העותר יישא בהוצאות המשיבים בסך 1,000 ₪.
22014200.Y03.txt	ביום 11.5.2022 הודיעה העותרת כי היא עומדת על עתירתה והגישה תשובה לתגובה המקדמית... דיון והכרעה 16.
21010890.J04.txt	"כך, בשל ""הקירבה"" שבין העבירה שבגינה הוצא הצו המתיר (שוחד) והעבירה שיוחסה למשיב בסופו של יום בכתב האישום (מרמה והפרת אמונים), וכן לנוכח התכלית הציבורית המשותפת לעבירות אלה... משכך, לא נדרש צו הרחבה לשימוש בתוצרי האזנת הסתר להוכחת העבירות שיוחסו למשיב בכתב האישום שהוגש נגדו."
23041680.E02.txt	ביום 5.3.2023 הודיעה התביעה הצבאית לבית המשפט הצבאי על התקלה שנפלה, אשר הובילה לכך שהצו השני הוצא עבור תאריכים לא נכונים, שכן הצו הראשון אמור היה לפקוע רק ביום 28.8.2023; צוין כי הצו השני תוקן כך שיחול החל מיום 28.2.2023 ועד ליום 27.8.2023 (להלן: הצו השני המתוקן); וכי בשל השינוי מתבקש שבית המשפט יבחן את הצו השני המתוקן בהקדם... ביום 12.3.2023 אישר בית המשפט הצבאי את הצו השני המתוקן; וביום 7.5.2023 דחה בית המשפט הצבאי את ערעורו של העותר.
21026650.Z06.txt	לו ביקשה המדינה להתנות השבה של רכוש התפוס על ידה, היה עליה לעשות זאת באופן מפורש במסגרת הסדר הטיעון... יוצא כי הסכמת המדינה להסדר הטיעון כמוה כוויתור על זכויותיה בכספים במובן זה שהמשיב רשאי לפדות אותם, כאמור בהסדר.
23028400.J09.txt	חייו וחיי הוריו השתנו לבלי היכר... כל סיוע שהדין מעניק לתינוק ולהוריו – ראוי שיקבלו לאלתר, ככל שלא נעשה כן עד כה.
22048250.A01.txt	על כך יש להוסיף, כי הסדר הטיעון אינו שולל את האפשרות שהמשיבים יחויבו, בנוסף לכל עונש אחר, גם בפיצוי לעותר ולמתלוננים האחרים... אוסיף כי כל עיסוק נוסף בטענותיו של העותר עלול להוביל במקרה זה להחלפת היוצרות – דהיינו לבחינתו של הסדר הטיעון בבית משפט זה, ולא בבית המשפט שבפניו מתקיים ההליך העיקרי.
21078000.A07.txt	"ניתן לקוות כי המערער שהוא אדם צעיר נעדר עבר פלילי יראה בהליך זה ובתקופת המאסר הזדמנות לחזרה לדרך הישר ובא-כוחו הצהיר כי כך בכוונתו לעשות... המערער יתייצב לריצוי עונשו בימ""ר הדרים ביום 30.6.2022 עד לשעה 10:00 כשברשותו תעודת זהות או דרכון."
21069180.F09.txt	אשר על כן, הנני מציע לחבריי לקבל את הערעור שלפנינו באופן חלקי ולקבוע כי עונשי המאסר-על-תנאי שבית המשפט המחוזי ראה לנכון להפעיל, ירוצו על ידי המערער בחופף למאסר בפועל, בן 10 שנים, שנגזר עליו לרצות בגין העבירות בהן הוא הורשע בהליך קמא... יתר רכיבי גזר הדין יעמדו על כנם.
23008170.O03.txt	"בעידן הרשתות החברתיות, המשמשות למרבה הצער, גם כ""מרחב מרובה גיליוטינות חסרות מעצורים"" (ראו: אלחנן ניר יהודי בלילה 88 (2017)), הולכת ומתרחבת תפוצת האנשים שנחשפים לשיח קיצוני ומשתלח... במובן זה, הציבור כולו ניזוק מהדברים, וכדברי הרמב""ם, אפשר כי אף לא פחות מהצדדים הנצים עצמם."
22041220.C05.txt	"בנוסף על האמור עדכנו המשיבים כי לאחר בחינת הערר, החליט משיב 1 על ביטול הרישומים המשטרתיים בתיקים הסגורים על שמה של העותרת, תוך שצוין כי מכתב על אודות החלטה זו הועבר, בבוקר יום 03.08.2022, לידי באי-כוח העותרת... זאת ועוד נטען, כי הדברים ""מקבלים משנה תוקף נוכח החלטת ראש האגף לחקירות ולמודיעין, אשר התקבלה זמן קצר (וודאי סביר) לאחר חידוש הטיפול בערר""."
23069680.Y07.txt	שירות המבחן מתבקש להכין תסקירי נפגעי עבירה עד ליום 30.11.2023, אלא אם מי מהנפגעים יודיע כי ברצונו לממש את זכותו בדרך אחרת העומדת לו לפי דין... אין צו להוצאות.
22071900.A03.txt	שנית, וזה העיקר: אף אם נניח שנפל פגם בהתנהלות המשטרה באופן הגשת הבקשה להמצאת המסמכים ובגביית עדויות הגורמים הטיפוליים מבלי להתריע על קיומו של חיסיון – ואיננו מביעים כל עמדה ביחס לכך – אין בכך כדי להצדיק דיון בטענותיו של העותר בפנינו, מחוץ להליך הפלילי בעניינו... על כך מעידה, בין היתר, העובדה שהעותר לא הניח תשתית עובדתית רלוונטית ביחס לאופי האבחון ולמטרותיו, כמו גם העובדה שהעותר נמנע מלצרף את לשכת הרווחה כמשיבה רלוונטית.
22047620.M22.txt	לכך יש להוסיף כי יתר רכיבי הענישה – שנותרו כאמור בעינם – מבטאים אף הם את השונות בין העבירות שבהן הורשעו השניים... ואולם, השיקולים שפרטנו לעיל, ובהם נטילת האחריות של המערערים על מעשיהם, חלוף הזמן ואחידות הענישה, כמו גם גילו ומצבו הרפואי של דרי מוליכים למסקנה כי יש להקל – במידת מה – בענשם של המערערים, וכך אציע לחבריי לעשות.
21030510.E15.txt	מתגובת המשיב עולה כי רשויות התביעה בחנו מקרוב את חומרי החקירה וערכו בדיקה יסודית לתשתית הראייתית בתיק... רק לאחר ששקלו את הדברים לעומקם, החליטו להגיש כתב אישום כנגד המעורבים העיקריים בתיק ביחס לליבת האירועים הפליליים שנחקרו.
23037230.E02.txt	"נחה דעתנו כי נשקפת סכנה מן העותר, וכי יש בסיס לאמור בפרפרזה הגלויה בתגובת המשיבים ולפיה העותר ""חשוד כפעיל המדינה האסלאמית; חשוד בקידום פעילות טרור צבאית; ושהותו בשטח מסכנת את ביטחון האזור""... לא ראינו אפוא מקום להתערב בהחלטת המפקד הצבאי ולא מצאנו כי נפל פגם בהכרעות בתי המשפט הצבאיים בעניינו של העותר, לאור המסוכנות הנשקפת מהעותר לשלום הציבור ובטחונו."
22059530.C05.txt	נוכח המפורט לעיל, תוך התחשבות בשיקולים לקולה שמנה בית המשפט המחוזי, ובשים לב לכלל לפיו אין ערכאת הערעור ממצה את הדין – אציע לחבריי להעמיד את עונשו של המשיב על 54 חודשי מאסר בפועל, כאשר יתר רכיבי הענישה אשר נקבעו בבית המשפט המחוזי יעמדו בעינם... אוסיף ואציין כי נסיבות העבירה, המוזכרות בפסק דינו של חברי, השופט ח' כבוב, ובעיקר – הצתת המשרד כאשר ידוע למשיב כי מצויים בו אנשים וכי הבנזין שנשפך, במתכוון ובמסגרת מעשה ההצתה, אף ניתז עליהם – מצדיקות החמרה במתחם הענישה.
23084740.N03.txt	"כפי שנקבע לא אחת, דרך המלך להעלאת טענות נגד פגמים שנפלו בהגשת כתב אישום, לרבות בנוגע להפרה של זכות השימוע, היא במסגרת ההליך הפלילי גופו (בג""ץ 5064/19 לוי נ' היועץ המשפטי לממשלה, פסקה 3 (29.7.2019) (להלן: עניין לוי); בג""ץ 8066/18 משיח נ' פרקליטות מדינה, פסקה 8 (22.1.2019); בג""ץ 8419/21 מיי קופי היינה שותפות מוגבלת נ' עיריית חיפה, פסקה 4 (12.12.2021))... בניגוד לטענות העותר, הלכה זו יפה גם במקרים שבהם מועלות טענות להפרה של זכות השימוע מחמת אי העברת מסמכים שעל פי הטענה חיוניים להגנת העותר (ראו למשל: בג""ץ 2384/21 פלוני נ' המחלקה לחקירות שוטרים, פסקה 3 (11.4.2021))."
22056330.O02.txt	לפיכך, אציע לחברַי כי נקבל את ערעור המדינה, כך שנעמיד את תקופת המאסר הכוללת של נואף על 9 שנות מאסר בפועל, ואת תקופת המאסר הכוללת של רמי על 6 שנות מאסר בפועל... כל יתר רכיבי גזר הדין – יעמדו בעינם.
